E540_030.PTP	0	0	 	>月光館学園{0A} 生徒会室⋯	;>月光馆学园{0A} 学生会室……
E540_030.PTP	14	2	伏見 千尋	伏見 千尋{0A}{F5 1F 1A 01 02 01 02 01 02 01}{F1 0A}さんなら⋯{0A}小田桐さんも悪く思ってないと思うから⋯	;伏见 千寻{0A}{F5 1F 1A 01 02 01 02 01 02 01}如果是{F1 0A}的话，{0A}小田桐应该也能听得进去的吧……
E540_030.PTP	14	3	伏見 千尋	どうかお願いします。	;拜托你了。
E540_030.PTP	15	0	伏見 千尋	ありがとうございます!	;谢谢你！
E540_030.PTP	15	1	伏見 千尋	 {0A}{F4 20 1A 01 02 01 02 01}{F3 29 10 01 01 01}{F3 24 05 01 17 01}>千尋はとても喜んでいる。	;{0A}{F4 20 1A 01 02 01 02 01}{F3 29 10 01 01 01}{F3 24 05 01 17 01}>千寻看上去非常高兴。
E540_030.PTP	15	2	伏見 千尋	伏見 千尋{0A}{F5 1F 1A 01 02 01 02 01 02 01}{F1 0A}さんなら⋯{0A}小田桐さんも悪く思ってないと思うから⋯	;伏见 千寻{0A}{F5 1F 1A 01 02 01 02 01 02 01}如果是{F1 0A}的话，{0A}小田桐应该也能听得进去的吧……
E540_030.PTP	15	3	伏見 千尋	どうかお願いします。	;拜托你了。
E540_030.PTP	16	0	<EMPTY>	>⋯!?	;>……！？
E540_030.PTP	16	1	<EMPTY>	>⋯何か、不思議な声が聞こえる。	;>……听到了不可思议的声音。
E540_030.PTP	17	0	伏見 千尋	よ、よくないです⋯よね?{0A}生徒会同士なのに⋯ケンカなんて⋯	;这、这可不好呢⋯⋯是吧?{0A}明明大家都是学生会的成员⋯居然吵架⋯	
E540_030.PTP	17	1	伏見 千尋	わ、私、生徒会長に⋯こ、この事⋯!	;我、我要去向学生会长⋯报、报告这件事!	
E540_030.PTP	18	0	<EMPTY>	>生徒会室を出て、寮に戻った。	;>⋯做完今天的工作后,决定回宿舍。	
E540_030.PTP	19	0	 	(画面が暗くなり、大アルカナカ‒ドが、{0A}画面中央に表示されます⋯)	;>(画面变暗，在画面中央{0A}出现了一张大阿尔卡纳卡牌……)
E540_030.PTP	19	1	 	不思議な声{0A}>我は汝⋯、汝は我⋯	;不可思议的声音{0A}>吾即汝……汝即吾……
E540_030.PTP	19	2	 	不思議な声{0A}>汝、我ら"皇帝"のペルソナを生み出し時、{0A} 更なる力を与えられるだろう⋯	;不可思议的声音{0A}>你，在诞生出“皇帝”的人格面具的时候，{0A}将会被赋予更为强大的力量……
E540_030.PTP	19	3	 	>コミュニティのランクが上がった!	;>社群关系的等级上升了！
E540_030.PTP	19	4	 	>"生徒会の顔なじみ"コミュは、{0A} "生徒会の知り合い"コミュに変わった!	;>“学生会的面熟的人”社群{0A}转变为了“学生会的相识”社群！
E540_030.PTP	19	5	 	>仲間が、少し大切なものに思えた⋯	;>觉得和同伴之间的关系变好了……
E540_030.PTP	20	0	 	>千尋から頼りにされているようだ。	;>似乎被千寻依赖了 。
E540_030.PTP	21	0	伏見 千尋	さん!	;！
E540_030.PTP	22	0	<EMPTY>	>書記は小田桐をにらみつけている。	;书记盯着小田桐。
E540_030.PTP	23	0	<EMPTY>	>そろそろ暗くなって来た。	;>天色逐渐变暗了。
