E823_020.PTP	0	0	伏見 千尋	あの⋯主人公さん。	那个⋯⋯主角同学。
E823_020.PTP	14	5	伏見 千尋	主人公さんと分かり合えた気がします。	更能互相理解了。
E823_020.PTP	14	6	伏見 千尋	でももう⋯遅いんです。	但是已经⋯⋯太晚了。
E823_020.PTP	14	7	伏見 千尋	わ、別れましょう⋯	分，分手吧⋯⋯
E823_020.PTP	15	0	 	>千尋と別れた。	>和千寻分手了。
E823_020.PTP	15	1	 	>"恋愛"が破滅した。	>“恋爱”破灭了。
E823_020.PTP	16	0	 	>そろそろ暗くなってきた。	>马上天要暗下来了。
E823_020.PTP	16	1	 	>一人で寮に帰ることにした。	>自己回宿舍了。
E823_020.PTP	17	0	伏見 千尋	そう⋯ですか。	这⋯⋯这样啊。
E823_020.PTP	17	1	伏見 千尋	⋯⋯	⋯⋯
E823_020.PTP	17	2	伏見 千尋	分かりました。	知道了。
E823_020.PTP	17	3	伏見 千尋	その⋯	那个⋯⋯
E823_020.PTP	17	4	伏見 千尋	前より、なんだか⋯	比之前，总觉得⋯⋯
E823_020.PTP	17	5	伏見 千尋	主人公さんと分かり合えた気がします。	更能互相理解了。
E823_020.PTP	17	6	伏見 千尋	でももう⋯遅いんです。	但是已经⋯⋯太晚了。
E823_020.PTP	17	7	伏見 千尋	わ、別れましょう⋯	分，分手吧⋯⋯
E823_020.PTP	18	0	 	>千尋と別れた。	>和千寻分手了。
E823_020.PTP	18	1	 	>"恋愛"が破滅した。	>“恋爱”破灭了。
E823_020.PTP	19	0	 	>そろそろ暗くなってきた。	>马上天要暗下来了。
E823_020.PTP	19	1	 	>一人で寮に帰ることにした。	>自己回宿舍了。
